step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
259,CASH_OUT,44431.17,C790551705,51736.0,7304.83,C571553711,206858.53,251289.7,0,0
47,CASH_IN,32013.41,C433840190,4316729.61,4348743.01,C1848557244,47148.23,15134.82,0,0
360,TRANSFER,1367175.89,C485641353,0.0,0.0,C66474285,2250786.81,3617962.7,0,0
212,CASH_OUT,90495.77,C1096507966,0.0,0.0,C940123988,9334968.09,9425463.86,0,0
283,CASH_IN,225022.83,C238344076,420462.65,645485.48,C25737080,709590.49,484567.65,0,0
19,CASH_OUT,100869.36,C1373347185,0.0,0.0,C1406522878,1188934.04,2594429.81,0,0
380,CASH_IN,17133.14,C2065766731,503.0,17636.14,C1502274162,5349893.53,5332760.39,0,0
278,PAYMENT,4215.63,C398799062,110908.59,106692.96,M1919357160,0.0,0.0,0,0
9,CASH_OUT,146231.73,C1695549891,11576.0,0.0,C1616444076,0.0,0.0,0,0
202,TRANSFER,46382.23,C2059713800,0.0,0.0,C1559653204,171039.72,217421.95,0,0
356,TRANSFER,1641820.85,C1121746374,0.0,0.0,C183660831,4646591.79,6288412.64,0,0
162,PAYMENT,11751.02,C156430938,0.0,0.0,M565218410,0.0,0.0,0,0
378,PAYMENT,18382.65,C877458036,305637.0,287254.35,M144197290,0.0,0.0,0,0
322,CASH_IN,113413.05,C2086087498,53693.0,167106.05,C2073194453,2088204.07,1974791.02,0,0
330,CASH_IN,55184.67,C1567177649,7439839.76,7495024.43,C1317185802,77210.03,22025.36,0,0
42,CASH_IN,256474.4,C1715084332,69345.0,325819.4,C1990348608,779771.16,523296.77,0,0
260,CASH_IN,379489.3,C1998843897,2829574.67,3209063.97,C1693561644,1374045.25,994555.94,0,0
302,PAYMENT,2740.32,C1791041476,83570.0,80829.68,M1141067823,0.0,0.0,0,0
204,PAYMENT,12632.62,C732340183,99096.0,86463.38,M915139310,0.0,0.0,0,0
346,CASH_IN,238330.55,C1963691281,21429780.31,21668110.86,C2061011390,15395951.31,15157620.77,0,0
184,PAYMENT,18515.05,C1560034162,10194.0,0.0,M1998060485,0.0,0.0,0,0
250,CASH_IN,85727.71,C921992999,2295213.09,2380940.8,C106649786,4580437.27,4494709.56,0,0
328,PAYMENT,36597.21,C269371702,53101.94,16504.74,M1671482948,0.0,0.0,0,0
263,CASH_IN,83628.65,C546190479,1368411.6,1452040.25,C928119480,4629582.57,4545953.91,0,0
178,PAYMENT,660.2,C1972232705,149331.69,148671.48,M430728156,0.0,0.0,0,0
325,CASH_IN,216557.71,C1682401393,7717053.05,7933610.76,C397519138,274458.63,57900.92,0,0
187,CASH_OUT,217421.52,C1905954691,1555.0,0.0,C1448569925,1118147.84,1335569.36,0,0
474,PAYMENT,18056.22,C124215505,25133.45,7077.24,M866395320,0.0,0.0,0,0
255,CASH_IN,54951.22,C1497890181,295285.0,350236.22,C13396748,0.0,0.0,0,0
12,TRANSFER,17430.51,C790280137,0.0,0.0,C306477372,374898.16,392328.67,0,0
355,CASH_IN,44361.3,C1667627347,65825.17,110186.47,C1764723931,4546979.25,4502617.95,0,0
332,CASH_OUT,254848.91,C338703943,0.0,0.0,C2109641245,2700434.0,2955282.91,0,0
301,CASH_IN,120318.41,C2117263811,765.0,121083.41,C672916147,0.0,0.0,0,0
264,CASH_OUT,10262.14,C771106322,0.0,0.0,C110931808,10693.2,20955.34,0,0
33,CASH_OUT,142752.1,C2079384881,144938.0,2185.9,C1743677413,976319.73,1119071.84,0,0
35,CASH_OUT,155608.06,C1092675699,0.0,0.0,C501169975,271347.04,426955.1,0,0
17,TRANSFER,1296192.15,C1983688360,859036.4,0.0,C1822964818,0.0,1296192.15,0,0
377,PAYMENT,4633.66,C1754054279,60808.0,56174.34,M1763527956,0.0,0.0,0,0
134,PAYMENT,29208.68,C1186577320,0.0,0.0,M1557009367,0.0,0.0,0,0
188,TRANSFER,56226.2,C1461036028,287512.82,231286.62,C1862063962,569675.7,625901.9,0,0
351,TRANSFER,322919.01,C2124761932,0.0,0.0,C1461100901,2844288.99,3167208.0,0,0
163,PAYMENT,2349.18,C895122909,459044.02,456694.85,M836676470,0.0,0.0,0,0
136,TRANSFER,644889.1,C1108204186,184287.84,0.0,C2087915501,4126086.09,4770975.18,0,0
282,CASH_OUT,54187.32,C745543066,2415.98,0.0,C89480022,6747621.68,6801809.0,0,0
164,TRANSFER,814656.17,C1113778725,12267.0,0.0,C143580560,6522628.34,7337284.51,0,0
307,PAYMENT,21940.86,C1213398289,36744.47,14803.61,M64705916,0.0,0.0,0,0
287,TRANSFER,94381.5,C852325196,0.0,0.0,C60552923,703196.58,797578.08,0,0
161,CASH_IN,25128.32,C782811870,588.0,25716.32,C1019655304,0.0,0.0,0,0
237,PAYMENT,2389.46,C1963664149,0.0,0.0,M618076302,0.0,0.0,0,0
139,CASH_OUT,68850.55,C501451837,0.0,0.0,C1643315505,2484040.34,2552890.89,0,0
400,PAYMENT,20643.81,C1126755685,40384.0,19740.19,M296663719,0.0,0.0,0,0
356,PAYMENT,2276.24,C1664206059,15953.0,13676.76,M600556284,0.0,0.0,0,0
514,CASH_IN,234383.03,C1588501267,1161535.51,1395918.54,C535228574,1091886.42,857503.39,0,0
371,CASH_IN,86618.61,C1122382335,50220.0,136838.61,C997773210,1799223.48,1712604.87,0,0
330,CASH_OUT,316172.72,C831414128,0.0,0.0,C1438339836,360403.63,676576.35,0,0
262,PAYMENT,5751.57,C210027085,34336.0,28584.43,M616446402,0.0,0.0,0,0
346,CASH_IN,421069.45,C1226964859,7176264.14,7597333.59,C986327375,4373162.86,3952093.41,0,0
36,CASH_IN,11175.28,C2081979334,32821.0,43996.28,C1012236862,0.0,0.0,0,0
330,PAYMENT,2382.1,C1677647933,84497.06,82114.96,M1833380815,0.0,0.0,0,0
161,PAYMENT,10383.16,C1652562492,0.0,0.0,M693523773,0.0,0.0,0,0
251,TRANSFER,1378642.41,C413229151,52153.0,0.0,C1752524197,0.0,1378642.41,0,0
205,TRANSFER,2064080.89,C1242822573,182.0,0.0,C84085618,0.0,2064080.89,0,0
378,CASH_OUT,323330.42,C826784525,0.0,0.0,C49182439,2257398.61,2580729.02,0,0
18,PAYMENT,6039.44,C380804821,0.0,0.0,M2086047518,0.0,0.0,0,0
305,PAYMENT,11955.66,C1815137924,20969.0,9013.34,M1724908120,0.0,0.0,0,0
301,CASH_OUT,399868.09,C865315303,0.0,0.0,C1805777816,1959757.86,2359625.95,0,0
159,TRANSFER,84214.78,C1452780307,42052.0,0.0,C437613983,2923188.82,3007403.6,0,0
162,CASH_OUT,363456.76,C1540270236,10265.0,0.0,C135024079,37841.05,401297.81,0,0
133,CASH_OUT,223290.95,C2125507280,107.0,0.0,C679893395,1050891.13,1274182.09,0,0
282,CASH_IN,177369.18,C1362472876,49204.0,226573.18,C1813159295,2104223.92,3103438.33,0,0
181,PAYMENT,26651.09,C166067089,0.0,0.0,M1840058148,0.0,0.0,0,0
140,CASH_OUT,73419.73,C826629423,5836.0,0.0,C856295815,2586158.64,2659578.37,0,0
259,PAYMENT,2018.16,C93075821,334768.0,332749.84,M44854515,0.0,0.0,0,0
156,CASH_IN,136573.29,C707113851,9237.0,145810.29,C682180740,3400865.47,3335984.05,0,0
281,CASH_OUT,234228.42,C1364105313,0.0,0.0,C1140042241,10539208.27,10773436.69,0,0
354,CASH_IN,190670.93,C61741753,251568.0,442238.93,C959448009,2665709.88,2475038.95,0,0
154,PAYMENT,5197.32,C185205219,164693.62,159496.31,M2105817571,0.0,0.0,0,0
348,CASH_OUT,295850.21,C1064770813,14465.0,0.0,C1350835218,0.0,295850.21,0,0
236,CASH_OUT,90722.72,C1894133115,0.0,0.0,C589912514,159527.97,250250.7,0,0
158,PAYMENT,12201.17,C634943662,0.0,0.0,M848457009,0.0,0.0,0,0
129,CASH_OUT,41771.55,C511939076,0.0,0.0,C1034631876,1111256.88,874593.18,0,0
299,PAYMENT,41597.49,C1570196790,10658.0,0.0,M746593291,0.0,0.0,0,0
204,CASH_OUT,70205.99,C838388357,91347.96,21141.98,C2114722910,243703.55,313909.54,0,0
234,CASH_IN,217609.56,C801542680,11324.0,228933.56,C605111610,0.0,0.0,0,0
378,PAYMENT,10952.93,C1494305939,0.0,0.0,M1664757152,0.0,0.0,0,0
10,CASH_OUT,250888.78,C1535894771,0.0,0.0,C979719862,3816129.67,4067018.45,0,0
403,PAYMENT,682.93,C1428438854,83.0,0.0,M2091852852,0.0,0.0,0,0
597,CASH_IN,107349.73,C59072622,259.0,107608.73,C725104742,0.0,0.0,0,0
129,CASH_IN,326268.57,C144398368,6228408.1,6554676.67,C1993078563,11104360.1,10778091.53,0,0
235,PAYMENT,7459.83,C640475217,3759.0,0.0,M1367079074,0.0,0.0,0,0
297,CASH_OUT,265614.85,C613268305,0.0,0.0,C1152034137,870894.46,1136509.31,0,0
374,CASH_OUT,33571.47,C13731381,0.0,0.0,C209390151,3082184.41,3115755.88,0,0
43,CASH_OUT,330006.97,C1163910872,0.0,0.0,C195623582,1285703.6,1615710.56,0,0
40,CASH_OUT,108843.87,C658546898,0.0,0.0,C1176958501,2319707.96,2428551.83,0,0
302,CASH_OUT,52911.18,C1662995187,0.0,0.0,C572717681,555707.56,608618.73,0,0
280,PAYMENT,1994.99,C1184935878,368889.0,366894.01,M581664570,0.0,0.0,0,0
178,CASH_OUT,112311.13,C1942539094,14895.0,0.0,C1416681880,661614.48,773925.62,0,0
180,CASH_OUT,96193.98,C621883621,0.0,0.0,C1107369132,386997.1,483191.07,0,0
10,PAYMENT,5976.41,C163827194,21121.0,15144.59,M600750993,0.0,0.0,0,0
353,CASH_OUT,176365.65,C612282256,50060.0,0.0,C751873938,372274.83,548640.48,0,0
298,PAYMENT,19622.63,C479026742,0.0,0.0,M84629405,0.0,0.0,0,0
209,CASH_OUT,292647.08,C410277874,158988.0,0.0,C1834424284,0.0,292647.08,0,0
692,TRANSFER,233072.64,C1470691826,2066.0,0.0,C1752350928,1671292.92,1904365.56,0,0
43,PAYMENT,5437.85,C1449021620,151500.06,146062.21,M658044272,0.0,0.0,0,0
209,PAYMENT,4977.95,C1721128701,11125.0,6147.05,M1979250477,0.0,0.0,0,0
278,CASH_OUT,487302.47,C151514376,8611.0,0.0,C1842786996,64066.98,641605.21,0,0
328,CASH_OUT,96547.13,C899940666,0.0,0.0,C173882053,6433890.39,6530437.52,0,0
37,CASH_IN,210489.76,C1207027015,31559.0,242048.76,C140848381,0.0,0.0,0,0
281,CASH_OUT,75291.84,C474273111,0.0,0.0,C1682708204,1540658.07,1615949.92,0,0
134,CASH_IN,148089.64,C1975959167,49775.0,197864.64,C326585802,50972.47,0.0,0,0
17,PAYMENT,2533.26,C383818638,38748.38,36215.12,M1405896889,0.0,0.0,0,0
330,CASH_OUT,226100.07,C1285568113,119997.0,0.0,C1094535295,0.0,226100.07,0,0
202,CASH_OUT,168618.19,C1591776495,30052.0,0.0,C509010084,44839.66,213457.85,0,0
189,TRANSFER,95068.79,C825125203,0.0,0.0,C998351292,11982527.16,12077595.95,0,0
203,CASH_IN,181368.3,C454219178,2056.0,183424.3,C1176447033,21797.17,0.0,0,0
304,CASH_OUT,342124.91,C998313976,21085.0,0.0,C1492631545,0.0,342124.91,0,0
235,CASH_IN,197636.62,C1242625092,14967778.88,15165415.5,C1876456649,888529.4,690892.78,0,0
139,TRANSFER,37509.16,C1990332487,0.0,0.0,C1753126029,380758.98,418268.14,0,0
35,PAYMENT,5717.56,C1023629115,292497.23,286779.67,M1942947037,0.0,0.0,0,0
180,CASH_IN,59427.47,C712948492,3988735.4,4048162.87,C702869494,2267141.3,2207713.83,0,0
325,PAYMENT,28747.57,C611873971,2016.0,0.0,M965330784,0.0,0.0,0,0
522,CASH_OUT,256907.21,C493244557,415712.0,158804.79,C2030460466,0.0,256907.21,0,0
182,PAYMENT,6810.48,C1328803565,12934.0,6123.52,M1374488764,0.0,0.0,0,0
153,CASH_IN,139176.68,C1079184417,8697229.75,8836406.43,C995575815,540417.05,401240.38,0,0
232,CASH_IN,106362.75,C952349713,146093.0,252455.75,C281811921,0.0,0.0,0,0
156,PAYMENT,12355.58,C1674220591,0.0,0.0,M2032504797,0.0,0.0,0,0
187,CASH_OUT,179784.12,C1724204055,0.0,0.0,C918523964,12531881.64,12711665.76,0,0
210,CASH_IN,311395.87,C589738412,527634.62,839030.49,C1929330403,1383223.0,1071827.13,0,0
42,PAYMENT,7618.94,C1820226042,0.0,0.0,M2009894710,0.0,0.0,0,0
256,TRANSFER,1159982.48,C2060487927,0.0,0.0,C483617023,2801253.91,3961236.39,0,0
133,CASH_IN,290111.47,C87567641,5710894.86,6001006.32,C1221477769,466801.64,176690.18,0,0
322,CASH_OUT,105397.05,C1677290446,143523.42,38126.37,C1334924058,1076530.68,1181927.73,0,0
9,CASH_OUT,368719.63,C2098262024,42.0,0.0,C1803715841,200753.27,0.0,0,0
281,CASH_IN,77754.19,C294369730,42344.0,120098.19,C158749909,116182.81,38428.61,0,0
18,PAYMENT,20807.97,C1385695981,197222.57,176414.6,M2136011825,0.0,0.0,0,0
137,CASH_OUT,43663.32,C1176552158,193.0,0.0,C1335105489,1640965.11,1684628.43,0,0
16,CASH_OUT,173238.59,C1339817075,0.0,0.0,C1827845688,1048107.57,1221346.17,0,0
202,TRANSFER,118635.83,C594878433,0.0,0.0,C1029056080,7541348.39,7659984.21,0,0
21,CASH_OUT,135269.27,C1162166550,13121.0,0.0,C2113426627,154912.0,277723.14,0,0
373,TRANSFER,129492.48,C350974618,0.0,0.0,C391948559,615834.42,745326.9,0,0
94,PAYMENT,17246.88,C63065453,44146.0,26899.12,M1733337395,0.0,0.0,0,0
207,CASH_OUT,21482.44,C598153493,98149.0,76666.56,C1776093874,1896118.67,1917601.11,0,0
283,PAYMENT,8593.0,C516149009,72413.0,63820.0,M1452695518,0.0,0.0,0,0
202,CASH_OUT,358728.67,C483935741,204115.0,0.0,C1953408808,6907487.28,7266215.94,0,0
592,CASH_IN,185139.67,C1441509220,10011.0,195150.67,C1651264402,0.0,0.0,0,0
308,PAYMENT,1863.53,C1344110031,14228.0,12364.47,M460793332,0.0,0.0,0,0
236,PAYMENT,9784.8,C581290773,14790.0,5005.2,M1267269035,0.0,0.0,0,0
38,CASH_OUT,62787.01,C1230285031,222688.53,159901.51,C2109470512,18745370.17,18808157.18,0,0
182,CASH_OUT,185152.82,C337074314,5268.0,0.0,C1706688092,242382.65,427535.47,0,0
253,PAYMENT,23320.66,C811285397,47189.77,23869.1,M407604220,0.0,0.0,0,0
13,PAYMENT,2616.52,C20874064,218295.15,215678.63,M1493562253,0.0,0.0,0,0
177,PAYMENT,398.64,C158808879,101.0,0.0,M1817003773,0.0,0.0,0,0
154,CASH_IN,127600.3,C1538517283,407706.17,535306.46,C885582848,142592.6,14992.31,0,0
331,CASH_IN,138929.02,C841879136,710510.03,849439.06,C865064882,1427328.27,1288399.24,0,0
212,PAYMENT,8774.98,C951960607,99427.32,90652.34,M2117441922,0.0,0.0,0,0
355,PAYMENT,7994.7,C1954096084,0.0,0.0,M1546797347,0.0,0.0,0,0
139,CASH_IN,102311.46,C1391634782,137.0,102448.46,C974271117,0.0,0.0,0,0
154,CASH_OUT,332288.91,C93229888,262341.82,0.0,C1029298931,987532.54,1319821.45,0,0
354,TRANSFER,911418.02,C233109784,0.0,0.0,C2006767881,5258327.9,6169745.92,0,0
307,CASH_OUT,73872.16,C946718694,0.0,0.0,C1642452662,154606.59,228478.74,0,0
164,CASH_IN,223830.11,C1131659949,2802763.93,3026594.04,C1796091521,3892646.55,3668816.44,0,0
257,PAYMENT,14748.08,C1831194810,32182.0,17433.92,M481170601,0.0,0.0,0,0
38,CASH_OUT,145134.19,C343685947,0.0,0.0,C630851451,345552.88,490687.08,0,0
403,CASH_IN,148248.88,C137870913,14650721.05,14798969.93,C1952295677,1710858.05,1562609.17,0,0
139,PAYMENT,4455.3,C158152434,0.0,0.0,M1734095651,0.0,0.0,0,0
130,CASH_IN,185775.13,C1339431301,2169229.67,2355004.8,C306836042,660712.99,474937.86,0,0
525,PAYMENT,43653.73,C1464163829,49901.0,6247.27,M364748914,0.0,0.0,0,0
43,TRANSFER,2364879.88,C140991909,0.0,0.0,C1561335644,2377938.02,4747831.92,0,0
17,CASH_OUT,72437.69,C1962028105,15832.0,0.0,C113842667,21143.0,253812.47,0,0
16,CASH_IN,44528.91,C1714912724,6239777.12,6284306.03,C568870786,325601.31,281072.4,0,0
183,CASH_OUT,101947.66,C216750874,56763.35,0.0,C1235936698,185904.47,869102.83,0,0
355,CASH_OUT,137356.68,C1705558316,50289.0,0.0,C1125273393,189118.87,326475.55,0,0
209,CASH_OUT,45607.04,C1270523413,0.0,0.0,C1679122482,4122378.27,4167985.31,0,0
157,CASH_OUT,37418.17,C1658568823,0.0,0.0,C379412788,640777.68,678195.85,0,0
299,CASH_IN,160470.15,C2059482451,57893.0,218363.15,C1027635332,0.0,0.0,0,0
9,CASH_OUT,147496.56,C901529232,0.0,0.0,C388910394,263487.23,405306.93,0,0
304,CASH_IN,16696.95,C1265691048,42768.0,59464.95,C852061063,92162.25,75465.3,0,0
140,CASH_IN,25202.65,C1590071846,8252.0,33454.65,C2020943971,92494.0,67291.35,0,0
40,PAYMENT,11283.33,C644842826,0.0,0.0,M613493090,0.0,0.0,0,0
251,CASH_OUT,76122.72,C1568957978,0.0,0.0,C2098280536,1719848.01,1795970.73,0,0
282,CASH_OUT,22226.51,C1485159713,101371.99,79145.48,C1541478589,0.0,22226.51,0,0
12,CASH_IN,92963.57,C273468568,1614474.06,1707437.63,C1099824994,149715.0,0.0,0,0
522,CASH_IN,120460.58,C1029569797,4445592.92,4566053.5,C2029257538,854988.95,734528.37,0,0
398,CASH_IN,300578.91,C647771705,0.0,300578.91,C910464570,10598831.94,10298253.03,0,0
328,CASH_IN,97410.07,C1844509459,16180.0,113590.07,C914116092,0.0,0.0,0,0
165,PAYMENT,2474.98,C690807565,101655.0,99180.02,M1375288507,0.0,0.0,0,0
35,PAYMENT,18965.3,C961124474,40153.0,21187.7,M837805829,0.0,0.0,0,0
9,PAYMENT,9754.78,C522898040,563154.32,553399.54,M1842670789,0.0,0.0,0,0
186,CASH_IN,208185.35,C1680427233,8252.0,216437.35,C352226281,25570.75,0.0,0,0
205,PAYMENT,6478.55,C82086869,267099.04,260620.49,M83308167,0.0,0.0,0,0
301,CASH_OUT,104591.89,C941731494,26427.0,0.0,C1567951442,145428.05,250019.94,0,0
18,CASH_OUT,268084.64,C267804904,20813.0,0.0,C462217407,59424.16,329759.1,0,0
330,PAYMENT,39626.35,C2018085263,161182.0,121555.65,M1540404853,0.0,0.0,0,0
139,CASH_OUT,267520.1,C906051920,0.0,0.0,C291498818,8158873.64,8426393.74,0,0
281,CASH_OUT,49962.34,C1600891314,21373.0,0.0,C827637635,943029.28,992991.62,0,0
156,CASH_OUT,364968.08,C1121239984,0.0,0.0,C6152403,524867.85,889835.92,0,0
232,CASH_IN,387659.53,C931581893,849323.93,1236983.46,C480870403,489784.28,102124.74,0,0
164,PAYMENT,13441.62,C460630007,9643.0,0.0,M867746651,0.0,0.0,0,0
283,PAYMENT,10095.49,C1724676271,0.0,0.0,M1439298092,0.0,0.0,0,0
279,CASH_OUT,25792.33,C1779218273,0.0,0.0,C2098656583,116675.97,142468.3,0,0
371,PAYMENT,27098.34,C1689619269,32.0,0.0,M1535458273,0.0,0.0,0,0
14,TRANSFER,529785.36,C303309969,0.0,0.0,C1828727641,887558.5,1723528.09,0,0
282,TRANSFER,38285.18,C418596906,16992.0,0.0,C1644820071,918094.85,956380.03,0,0
179,PAYMENT,3031.11,C809435884,21673.0,18641.89,M777603793,0.0,0.0,0,0
401,TRANSFER,611463.83,C243312500,211321.0,0.0,C1007966401,0.0,611463.83,0,0
280,CASH_IN,311060.32,C336377367,21220889.08,21531949.4,C820920634,6764573.3,6453512.98,0,0
372,CASH_IN,171250.88,C1949999807,9347089.71,9518340.59,C864241089,389973.8,218722.93,0,0
210,PAYMENT,617.26,C782216697,39379.17,38761.92,M1232922470,0.0,0.0,0,0
206,CASH_OUT,148364.5,C39974666,0.0,0.0,C499125886,405196.41,553560.91,0,0
350,CASH_IN,90007.94,C2010237336,2691046.13,2781054.07,C1252849632,944331.18,854323.24,0,0
369,CASH_OUT,27333.06,C234332456,1871.0,0.0,C818116530,1010743.5,1038076.55,0,0
184,CASH_OUT,10085.32,C1986622647,0.0,0.0,C1003200100,182584.17,192669.49,0,0
538,PAYMENT,70525.06,C791127682,50410.65,0.0,M1437320088,0.0,0.0,0,0
377,CASH_OUT,90704.35,C1055731757,0.0,0.0,C672488580,4368774.2,4459478.55,0,0
161,CASH_IN,137375.61,C1448736077,571908.19,709283.79,C122175205,284093.21,146717.6,0,0
307,CASH_OUT,225387.56,C2014621394,83104.0,0.0,C1690975216,68828.68,294216.24,0,0
346,PAYMENT,23108.12,C1315868208,107818.96,84710.84,M929133050,0.0,0.0,0,0
358,CASH_OUT,32070.88,C1932668518,0.0,0.0,C1565462485,2812706.27,2844777.15,0,0
277,PAYMENT,7771.38,C24548102,163232.87,155461.5,M871732169,0.0,0.0,0,0
140,CASH_IN,302132.93,C536237813,61915.0,364047.93,C780131434,0.0,0.0,0,0
132,CASH_OUT,167391.93,C1837905145,49966.0,0.0,C2146009223,289360.92,456752.85,0,0
325,PAYMENT,38584.24,C1848850979,144.0,0.0,M2040114461,0.0,0.0,0,0
17,PAYMENT,19781.16,C1134791480,118460.0,98678.84,M831510910,0.0,0.0,0,0
138,PAYMENT,10478.54,C484010160,0.0,0.0,M254062283,0.0,0.0,0,0
253,PAYMENT,13033.31,C1187615381,123907.0,110873.69,M199088887,0.0,0.0,0,0
35,CASH_IN,119071.53,C1973642305,114799.0,233870.53,C826761153,156615.08,37543.55,0,0
382,CASH_OUT,276435.65,C1644989201,0.0,0.0,C215816682,433488.3,709923.96,0,0
330,CASH_IN,121641.95,C1971110745,271.0,121912.95,C752453113,27045308.45,26923666.5,0,0
297,PAYMENT,32957.92,C1993762126,210431.2,177473.28,M777265589,0.0,0.0,0,0
275,PAYMENT,8700.62,C1893799384,0.0,0.0,M1348028969,0.0,0.0,0,0
285,CASH_OUT,174737.88,C2080040368,29987.0,0.0,C34036378,0.0,174737.88,0,0
278,PAYMENT,4645.91,C1160496240,57801.71,53155.8,M111051607,0.0,0.0,0,0
155,CASH_OUT,388601.86,C1757557425,10448.0,0.0,C115347060,346441.98,735043.84,0,0
303,PAYMENT,5946.3,C387379357,50681.0,44734.7,M2060583956,0.0,0.0,0,0
254,CASH_IN,113625.72,C121289821,4306925.99,4420551.72,C1114018004,1378618.45,1264992.72,0,0
154,TRANSFER,35960.37,C1587273010,592789.86,556829.49,C873941629,37342.72,73303.08,0,0
183,PAYMENT,5344.79,C847051958,0.0,0.0,M2062311568,0.0,0.0,0,0
236,CASH_OUT,235205.4,C1611190237,0.0,0.0,C1812484490,1208556.83,1443762.23,0,0
396,CASH_OUT,50138.5,C125490625,0.0,0.0,C1752966596,370017.64,420156.13,0,0
133,CASH_IN,187832.86,C229365727,2969296.0,3157128.86,C1989726800,1365542.13,1177709.27,0,0
207,CASH_IN,10902.72,C272821970,7944328.08,7955230.81,C1223151202,1130087.31,1119184.59,0,0
284,PAYMENT,7672.14,C864598639,0.0,0.0,M2040897649,0.0,0.0,0,0
258,CASH_IN,271014.18,C326142051,20381.0,291395.18,C333849896,0.0,0.0,0,0
165,DEBIT,6393.12,C212154012,151374.0,144980.88,C110207329,231537.67,237930.79,0,0
324,CASH_OUT,262023.04,C534647938,20078.0,0.0,C1082740817,0.0,262023.04,0,0
134,CASH_OUT,154632.34,C1255078257,0.0,0.0,C415529640,201652.13,356284.46,0,0
525,CASH_OUT,156735.01,C453614899,11198.0,0.0,C1573774138,0.0,156735.01,0,0
401,PAYMENT,148.85,C678957353,0.0,0.0,M1237911968,0.0,0.0,0,0
400,CASH_OUT,170119.92,C2026486018,0.0,0.0,C916992021,8059083.87,8229203.8,0,0
137,CASH_OUT,132236.95,C2080119730,11193.0,0.0,C1607070477,0.0,132236.95,0,0
165,PAYMENT,16904.25,C2143653923,11403.0,0.0,M610389700,0.0,0.0,0,0
209,CASH_IN,43744.22,C1179182900,22160749.42,22204493.64,C1692503475,272318.56,228574.34,0,0
283,CASH_OUT,75299.66,C739245324,0.0,0.0,C1778169753,149339.67,224639.32,0,0
188,PAYMENT,9758.73,C2092066206,0.0,0.0,M923658052,0.0,0.0,0,0
300,CASH_IN,231221.91,C719889500,10471.0,241692.91,C1869400026,17236.15,0.0,0,0
325,CASH_IN,27830.91,C1712406398,43402.73,71233.64,C664949585,412382.35,384551.43,0,0
44,PAYMENT,14282.77,C2011939036,0.0,0.0,M1132781091,0.0,0.0,0,0
35,CASH_IN,350232.06,C1984720200,974298.0,1324530.06,C981243914,1100454.38,750222.32,0,0
284,CASH_OUT,107908.13,C1142210014,1684.97,0.0,C134588836,1266509.88,1374418.01,0,0
249,CASH_OUT,213132.11,C544551904,150.0,0.0,C1052159253,3905285.92,4118418.03,0,0
36,TRANSFER,80705.31,C1449069463,0.0,0.0,C597655049,366022.85,393927.08,0,0
283,CASH_OUT,163101.91,C1697916662,0.0,0.0,C1015753978,566974.22,730076.14,0,0
188,CASH_OUT,168720.64,C1735166063,0.0,0.0,C1208018998,3157198.59,3325919.23,0,0
347,CASH_OUT,244088.5,C2049005564,0.0,0.0,C1233994692,348785.61,592874.12,0,0
278,CASH_OUT,205804.23,C1330932402,0.0,0.0,C1085465226,685167.4,890971.63,0,0
372,CASH_OUT,110091.72,C1555676913,0.0,0.0,C1180665298,255549.71,365641.43,0,0
254,CASH_IN,144429.76,C614079263,333.0,144762.76,C673331033,0.0,0.0,0,0
331,CASH_OUT,171631.49,C835447727,0.0,0.0,C25605035,4120355.94,4291987.43,0,0
401,CASH_OUT,237282.11,C74184566,116.0,0.0,C1375765053,0.0,237282.11,0,0
353,CASH_IN,30275.11,C126488543,7209735.44,7240010.55,C1708297153,106885.31,76610.2,0,0
43,CASH_OUT,3469.51,C1312375482,5003.0,1533.49,C2112835597,4273596.57,4277066.08,0,0
276,CASH_IN,120202.39,C1685677354,18896750.79,19016953.18,C324020814,155677.19,35474.8,0,0
134,CASH_IN,265701.92,C1996566663,1706249.69,1971951.61,C1103909776,353055.15,87353.23,0,0
356,CASH_IN,69891.15,C141230382,5822849.3,5892740.45,C1190303491,465937.92,396046.76,0,0
160,CASH_OUT,377322.92,C439363224,223672.0,0.0,C2102549317,7762439.22,8139762.14,0,0
455,PAYMENT,20567.6,C1723530226,16311.0,0.0,M1462228678,0.0,0.0,0,0
280,CASH_OUT,83851.15,C1491386299,206367.0,122515.85,C1250018780,2062624.01,2146475.15,0,0
34,CASH_OUT,226236.47,C333010476,24440.0,0.0,C123989764,481201.91,707438.38,0,0
136,CASH_OUT,328969.19,C1648456337,14845.0,0.0,C551342355,5488.07,334457.26,0,0
250,CASH_OUT,107140.46,C1572707961,0.0,0.0,C1522801959,671394.0,852038.83,0,0
307,CASH_IN,69485.96,C1128681951,4728013.74,4797499.71,C1837241711,2079611.18,2010125.22,0,0
206,CASH_OUT,216227.5,C483783800,179473.0,0.0,C205652496,0.0,216227.5,0,0
161,PAYMENT,18426.92,C1352360190,401685.23,383258.3,M557808201,0.0,0.0,0,0
131,CASH_OUT,229412.71,C241948782,50150.0,0.0,C1125731198,0.0,229412.71,0,0
305,PAYMENT,30603.19,C1449902742,0.0,0.0,M1812793091,0.0,0.0,0,0
514,PAYMENT,3968.64,C1271897161,112122.0,108153.36,M429730588,0.0,0.0,0,0
